id,category_name,listing_type_id,price,sale_price_promotion,shipping_free,installments_quantity,installments_rate,seller_address_state,initial_quantity,DuracionOferta_dias,EdadProducto_dias,Proporcion_vendida
MLM2831183578,Alimentos y Bebidas,gold_special,56.98,campaign,false,0,0.0,Estado De México,3353,30.0,233.42797239583334,0.9701759618252311
MLM1443290088,Alimentos y Bebidas,gold_special,607.0,custom,true,24,45.03,Jalisco,1410,6.999988425925926,813.4936436921296,0.8226950354609929
MLM2083205625,Alimentos y Bebidas,gold_special,299.64,custom,true,24,45.03,Guanajuato,588,29.999988425925924,86.07878201388888,0.9149659863945578
MLM1927459411,Alimentos y Bebidas,gold_special,42.0,campaign,false,0,0.0,Morelos,3085,30.0,405.3725441550926,0.8379254457050244
MLM1401313814,Alimentos y Bebidas,gold_special,494.25,campaign,false,24,45.03,Distrito Federal,1295,30.0,890.092602025463,0.9992277992277993
MLM1401307271,Alimentos y Bebidas,gold_special,902.0,marketplace_campaign,true,24,45.03,Distrito Federal,1357,21.082638888888887,890.0929145254629,0.9992630803242447
MLM1590422886,Alimentos y Bebidas,gold_special,736.0,marketplace_campaign,true,24,45.03,Distrito Federal,2032,25.540972222222223,677.3883543402777,0.9507874015748031
MLM3046460458,Alimentos y Bebidas,gold_special,55.44,custom,false,0,0.0,Estado De México,4679,12.999988425925926,131.42424554398147,0.8931395597349862
MLM1417060883,Alimentos y Bebidas,gold_special,465.0,marketplace_campaign,false,24,45.03,Distrito Federal,1066,21.999988425925924,860.137289525463,0.9530956848030019
MLM2126554677,Alimentos y Bebidas,gold_special,690.0,campaign,true,24,45.03,Distrito Federal,265,30.0,20.13221326388889,0.6226415094339622
MLM3132040726,Alimentos y Bebidas,gold_special,84.55,campaign,false,0,0.0,Jalisco,517,30.0,92.53777563657407,0.9032882011605415
MLM1912075641,Alimentos y Bebidas,gold_special,277.2,campaign,false,24,45.03,Distrito Federal,5437,30.0,439.6349052662037,0.9998160750413831
MLM3015071100,Alimentos y Bebidas,gold_special,160.3,campaign,false,24,45.03,Distrito Federal,87,30.0,148.2439677662037,0.9885057471264368
MLM3049735118,Alimentos y Bebidas,gold_special,170.1,campaign,false,24,45.03,Estado De México,804,30.0,129.42581961805556,0.9378109452736318
MLM2706119072,Alimentos y Bebidas,gold_pro,450.0,campaign,true,3,0.0,Colima,983,30.0,290.4442918402778,0.9989827060020345
MLM1441667186,Alimentos y Bebidas,gold_special,117.9,marketplace_campaign,false,24,45.03,Distrito Federal,910,21.999988425925924,817.3263867476852,0.945054945054945
MLM2122324531,Alimentos y Bebidas,gold_special,189.5,custom,true,24,45.03,Jalisco,212,13.999988425925926,25.957722199074073,0.5283018867924528
MLM1485122776,Alimentos y Bebidas,gold_special,232.0,marketplace_campaign,false,24,45.03,Distrito Federal,2365,28.54097222222222,751.3516876736111,0.9788583509513742
MLM2469027102,Alimentos y Bebidas,gold_special,389.25,campaign,false,24,45.03,Distrito Federal,6758,30.0,378.37394461805553,0.9260136134951169
MLM1429796940,Alimentos y Bebidas,gold_special,342.5,custom,false,24,45.03,Jalisco,3685,6.999988425925926,835.3364909143519,0.932157394843962
MLM2049687069,Alimentos y Bebidas,gold_special,801.8,campaign,true,24,45.03,Estado De México,1422,17.958333333333332,152.49925711805554,0.8241912798874824
MLM2008988701,Alimentos y Bebidas,gold_special,68.0,custom,false,0,0.0,Estado De México,1443,30.999988425925924,237.40434971064815,0.9993069993069993
MLM1420375941,Alimentos y Bebidas,gold_special,291.0,marketplace_campaign,false,24,45.03,Distrito Federal,1722,25.540972222222223,854.056988599537,0.9994192799070848
MLM2444937076,Alimentos y Bebidas,gold_special,198.9,deal_of_the_day,false,24,45.03,Estado De México,720,0.9999884259259259,384.0143844328704,0.8611111111111112
MLM1448018339,Alimentos y Bebidas,gold_special,227.52,campaign,false,24,45.03,Querétaro,2912,30.0,807.0277061921296,0.9996565934065934
MLM2983305416,Alimentos y Bebidas,gold_special,184.73,campaign,false,24,45.03,Estado De México,418,30.0,165.45003258101852,0.8803827751196173
MLM652687778,Alimentos y Bebidas,gold_pro,1658.8,campaign,true,6,0.0,Jalisco,5552,30.0,2130.143435358796,0.909942363112392
MLM1489905114,Alimentos y Bebidas,gold_special,105.3,custom,false,24,45.03,Distrito Federal,3794,29.999988425925924,746.1442571180555,0.934106483921982
MLM3110252806,Alimentos y Bebidas,gold_pro,1255.5,campaign,true,6,0.0,Distrito Federal,199,30.0,101.9758890625,0.49748743718592964
MLM3062199856,Alimentos y Bebidas,gold_special,439.0,marketplace_campaign,false,24,45.03,Distrito Federal,42,21.999988425925924,124.2330302662037,0.9761904761904762
MLM1398096069,Alimentos y Bebidas,gold_special,631.2,campaign,true,24,45.03,Estado De México,4277,17.958333333333332,898.2677987847222,0.9415478138882394
MLM2006484107,Alimentos y Bebidas,gold_special,49.0,custom,false,0,0.0,Estado De México,1405,30.999988425925924,242.4053566550926,0.8932384341637011
MLM2289250754,Alimentos y Bebidas,gold_special,214.22,campaign,false,24,45.03,Estado De México,3349,30.0,443.1487825810185,0.9701403404001194
MLM2061715551,Alimentos y Bebidas,gold_special,78.2,campaign,false,0,0.0,Jalisco,240,30.0,126.98390989583334,0.9958333333333333
MLM2819588538,Alimentos y Bebidas,gold_special,86.9,custom,false,0,0.0,Jalisco,5383,6.999988425925926,239.2610163773148,0.9071149916403493
MLM1616849549,Alimentos y Bebidas,gold_special,36.0,campaign,false,0,0.0,Jalisco,8708,30.0,667.4077409143518,0.9712907671107028
MLM1922860591,Alimentos y Bebidas,gold_special,41.4,campaign,false,0,0.0,Estado De México,1805,30.0,415.14618998842593,0.9445983379501385
MLM2324850330,Alimentos y Bebidas,gold_special,172.0,marketplace_campaign,false,24,45.03,Distrito Federal,416,25.540972222222223,428.0908311921296,0.8798076923076923
MLM2037640971,Alimentos y Bebidas,gold_special,232.0,marketplace_campaign,false,24,45.03,Distrito Federal,263,28.54097222222222,176.30814600694444,0.9961977186311787
MLM1485380367,Alimentos y Bebidas,gold_pro,670.0,campaign,true,3,0.0,Distrito Federal,1069,30.0,751.1364214699074,0.9990645463049579
MLM1398879791,Alimentos y Bebidas,gold_special,194.0,marketplace_campaign,false,24,45.03,Distrito Federal,3882,25.540972222222223,896.3192223958333,0.9871200412158682
MLM2046949697,Alimentos y Bebidas,gold_special,424.15,campaign,true,24,45.03,Jalisco,127,30.0,157.86978952546295,0.9921259842519685
MLM2057441429,Alimentos y Bebidas,gold_special,52.0,custom,false,0,0.0,Estado De México,1549,30.999988425925924,136.50576174768517,0.9993544222078761
MLM772662673,Alimentos y Bebidas,gold_special,85.14,campaign,false,0,0.0,Morelos,13108,30.0,1596.297150636574,0.9809276777540433
MLM3328662144,Alimentos y Bebidas,gold_special,397.1,campaign,true,24,45.03,Estado De México,90,30.0,19.09118716435185,0.9888888888888889
MLM1432767064,Alimentos y Bebidas,gold_special,52.5,campaign,false,0,0.0,Distrito Federal,37466,30.0,830.3769654513889,0.9866545668072385
MLM1993375479,Alimentos y Bebidas,gold_pro,73.15,custom,false,0,0.0,Estado De México,627,8.999988425925926,271.64605109953703,0.9984051036682615
MLM1397183626,Alimentos y Bebidas,gold_special,195.84,campaign,false,24,45.03,Puebla,7226,30.0,901.3787131365741,0.9998616108497094
MLM1517794301,Alimentos y Bebidas,gold_special,404.8,campaign,false,24,45.03,Jalisco,2912,30.0,714.2680534143518,0.948489010989011
MLM1637763752,Alimentos y Bebidas,gold_special,146.94,campaign,false,24,45.03,Estado De México,2200,30.0,661.1977640625,0.9772727272727273
MLM2039762373,Alimentos y Bebidas,gold_special,177.65,campaign,false,24,45.03,Distrito Federal,229,30.0,173.0749052662037,0.9956331877729258
MLM1453812366,Alimentos y Bebidas,gold_special,298.0,marketplace_campaign,false,24,45.03,Distrito Federal,210,25.540972222222223,798.2841066550926,0.9952380952380953
MLM1398121377,Alimentos y Bebidas,gold_special,575.2,campaign,true,24,45.03,Estado De México,8011,17.958333333333332,898.2669654513888,0.93758581949819
MLM1498035798,Alimentos y Bebidas,gold_special,390.99,campaign,false,24,45.03,Jalisco,2480,30.0,734.4419307291666,0.9596774193548387
MLM2046975667,Alimentos y Bebidas,gold_pro,73.15,custom,false,0,0.0,Estado De México,428,8.999988425925926,157.86568072916666,0.9976635514018691
MLM2075146841,Alimentos y Bebidas,gold_special,78.2,custom,false,0,0.0,Estado De México,136,29.999988425925924,101.48228952546296,0.9926470588235294
MLM1439069058,Alimentos y Bebidas,gold_special,464.75,custom,false,24,45.03,Jalisco,1695,6.999988425925926,820.4841992476852,0.7050147492625368
MLM2942643064,Alimentos y Bebidas,gold_special,73.15,custom,false,0,0.0,Estado De México,500,8.999988425925926,181.0234700810185,0.998
MLM1391079928,Alimentos y Bebidas,gold_pro,329.25,custom,false,3,0.0,Distrito Federal,2289,15.999988425925926,913.2233196180555,0.999563128003495
MLM1808429511,Alimentos y Bebidas,gold_special,276.36,custom,false,24,45.03,Distrito Federal,396,29.999988425925924,582.2816182291666,0.9974747474747475
MLM1997750699,Alimentos y Bebidas,gold_special,85.5,campaign,false,0,0.0,Puebla,3731,30.0,262.5977640625,0.986598767086572
MLM2466912900,Alimentos y Bebidas,gold_special,98.0,campaign,false,0,0.0,Distrito Federal,3005,30.0,378.83488211805553,0.9833610648918469
MLM1997750855,Alimentos y Bebidas,gold_special,182.16,campaign,false,24,45.03,Jalisco,496,30.0,262.5910048032407,0.8991935483870968
MLM1853861596,Alimentos y Bebidas,gold_special,238.4,campaign,false,24,45.03,Estado De México,1950,30.0,560.3651714699074,0.8717948717948718
MLM2254317910,Alimentos y Bebidas,gold_special,321.0,custom,false,24,45.03,Estado De México,888,30.999988425925924,461.4812594328704,0.9988738738738738
MLM2010935883,Alimentos y Bebidas,gold_special,220.15,campaign,false,24,45.03,Estado De México,208,30.0,233.09122471064813,0.9951923076923077
MLM1863461405,Alimentos y Bebidas,gold_special,77.0,campaign,false,0,0.0,Distrito Federal,63170,30.0,541.2256460069444,0.9920848504036727
MLM2045525445,Alimentos y Bebidas,gold_pro,284.05,custom,false,3,0.0,Puebla,258,30.999988425925924,161.43974322916665,0.9961240310077519
MLM1609678974,Alimentos y Bebidas,gold_special,349.0,marketplace_campaign,false,24,45.03,Distrito Federal,348,21.999988425925924,670.1361899884259,0.9971264367816092
MLM1493530595,Alimentos y Bebidas,gold_special,132.3,custom,false,24,45.03,Distrito Federal,402,29.999988425925924,741.0572432291666,0.9975124378109452
MLM1928779201,Alimentos y Bebidas,gold_special,39.9,campaign,false,0,0.0,Estado De México,1036,30.0,402.0196390625,0.999034749034749
MLM1400855665,Alimentos y Bebidas,gold_special,195.84,custom,false,24,45.03,Puebla,6056,14.999988425925926,891.0570927662037,0.9998348745046235
MLM1485859305,Alimentos y Bebidas,gold_special,140.0,custom,false,24,45.03,Estado De México,7988,30.999988425925924,750.4652409143519,0.9812218327491237
MLM1857829762,Alimentos y Bebidas,gold_special,346.5,custom,false,24,45.03,Jalisco,4570,6.999988425925926,559.4009237847222,0.8905908096280087
MLM1401313853,Alimentos y Bebidas,gold_special,2261.0,marketplace_campaign,true,24,45.03,Distrito Federal,186,21.082638888888887,890.0899747106481,0.9946236559139785
MLM2866210216,Alimentos y Bebidas,gold_special,94.82,campaign,false,0,0.0,Querétaro,1088,30.0,217.9581228587963,0.9990808823529411
MLM3046485364,Alimentos y Bebidas,gold_special,198.55,campaign,false,24,45.03,Jalisco,37,30.0,131.43363211805556,0.972972972972973
MLM1993298515,Alimentos y Bebidas,gold_special,189.05,campaign,false,24,45.03,Guanajuato,1440,30.0,271.6450094328704,0.9993055555555556
MLM3125959194,Alimentos y Bebidas,gold_special,770.0,marketplace_campaign,true,24,45.03,Coahuila,235,28.41597222222222,96.24229603009259,0.3617021276595745
MLM1544681581,Alimentos y Bebidas,gold_special,99.59,campaign,false,24,45.03,Jalisco,4265,30.0,695.2817108217592,0.9413833528722158
MLM2110078311,Alimentos y Bebidas,gold_special,80.1,campaign,false,0,0.0,Jalisco,50,30.0,43.53248630787037,0.98
MLM1416252580,Alimentos y Bebidas,gold_special,292.0,marketplace_campaign,false,24,45.03,Distrito Federal,587,21.999988425925924,861.4208427662037,0.9982964224872232
MLM2039824971,Alimentos y Bebidas,gold_special,174.44,campaign,false,24,45.03,Distrito Federal,169,30.0,173.0854029513889,0.9940828402366864
MLM1812224124,Alimentos y Bebidas,gold_special,541.5,custom,true,24,45.03,Jalisco,1114,30.999988425925924,580.326502488426,0.7755834829443446
MLM2970570182,Alimentos y Bebidas,gold_special,62.25,campaign,false,0,0.0,Jalisco,791,30.0,170.39144461805554,0.9367888748419722
MLM2044634643,Alimentos y Bebidas,gold_special,498.6,campaign,true,24,45.03,Jalisco,40,30.0,163.3110279513889,0.975
MLM2004387201,Alimentos y Bebidas,gold_special,138.57,campaign,false,24,45.03,Jalisco,246,30.0,246.36250943287035,0.9959349593495935
MLM2064451995,Alimentos y Bebidas,gold_special,643.01,marketplace_campaign,true,24,45.03,Estado De México,573,23.499305555555555,121.27472008101851,0.7382198952879581
MLM1915185129,Alimentos y Bebidas,gold_special,108.0,campaign,false,24,45.03,Estado De México,15791,30.0,432.2859353587963,0.9968336394148566
MLM1923395857,Alimentos y Bebidas,gold_special,1798.2,campaign,true,24,45.03,Jalisco,103,30.0,414.16939600694445,0.9902912621359223
MLM1947799943,Alimentos y Bebidas,gold_special,139.4,custom,false,24,45.03,Estado De México,113,30.999988425925924,368.6144075810185,0.9911504424778761
MLM1969887667,Alimentos y Bebidas,gold_special,179.91,campaign,false,24,45.03,Estado De México,1736,30.0,321.03147934027777,0.8559907834101382
MLM1935313513,Alimentos y Bebidas,gold_pro,234.0,campaign,false,3,0.0,Puebla,1585,30.0,390.3024284143518,0.9684542586750788
MLM2895801468,Alimentos y Bebidas,gold_special,561.8,campaign,true,24,45.03,Estado De México,202,17.958333333333332,201.38711591435185,0.995049504950495
MLM1486726609,Alimentos y Bebidas,gold_special,119.0,custom,false,24,45.03,Estado De México,10323,30.999988425925924,749.4640140625,0.97578223384675
MLM1975250217,Animales y Mascotas,gold_special,552.9,campaign,true,24,45.03,Jalisco,1199,30.0,309.2284353587963,0.9991659716430359
MLM2040671809,Animales y Mascotas,gold_special,85.2,custom,false,0,0.0,Distrito Federal,2274,25.999988425925924,170.97750943287036,0.9995602462620933
MLM1693416027,Animales y Mascotas,gold_special,159.0,lightning,false,24,45.03,Estado De México,37107,0.3333333333333333,642.3115256365741,0.9865254534184925
MLM2058959731,Animales y Mascotas,gold_special,154.0,lightning,false,24,45.03,Estado De México,1292,0.3333333333333333,133.39478952546295,0.8065015479876161
MLM2071019229,Animales y Mascotas,gold_special,109.62,campaign,false,24,45.03,Distrito Federal,338,30.0,109.43698859953703,0.7041420118343196
MLM2632332446,Animales y Mascotas,gold_special,178.5,custom,false,24,45.03,Distrito Federal,1272,30.999988425925924,322.1677177662037,0.960691823899371
MLM2896005996,Animales y Mascotas,gold_special,139.0,campaign,false,24,45.03,Estado De México,6596,30.0,201.3940140625,0.9241964827167981
MLM1922898765,Animales y Mascotas,gold_special,357.0,custom,true,24,45.03,Distrito Federal,398,29.999988425925924,415.13210434027775,0.9974874371859297
MLM3321425100,Animales y Mascotas,gold_pro,92.38,campaign,false,0,0.0,San Luis Potosí,102,30.0,22.60029878472222,0.5098039215686274
MLM1444845329,Animales y Mascotas,gold_special,874.65,campaign,true,24,45.03,Estado De México,14369,29.958333333333332,812.0551367476852,0.9826014336418679
MLM2061482339,Animales y Mascotas,gold_special,159.0,campaign,false,24,45.03,Distrito Federal,1395,30.0,127.29241684027778,0.96415770609319
MLM1996345259,Animales y Mascotas,gold_special,270.75,campaign,false,24,45.03,Estado De México,806,30.0,265.7396853587963,0.8759305210918115
MLM1369424652,Animales y Mascotas,gold_special,840.75,campaign,true,24,45.03,Distrito Federal,79,30.0,960.0783774884259,0.9873417721518988
MLM2754604308,Animales y Mascotas,gold_pro,143.28,campaign,false,3,0.0,Querétaro,969,30.0,271.6409237847222,0.9484004127966976
MLM1864009512,Animales y Mascotas,gold_special,314.9,custom,true,24,45.03,Aguascalientes,5044,20.999988425925924,558.038689988426,0.9900872323552736
MLM2073655239,Animales y Mascotas,gold_special,220.9,campaign,false,24,45.03,Estado De México,1046,30.0,104.36558813657408,0.9521988527724665
MLM2101165218,Animales y Mascotas,gold_special,130.83,marketplace_campaign,false,24,45.03,Estado De México,636,21.040972222222223,505.2847779513889,0.9984276729559748
MLM3351759388,Animales y Mascotas,gold_special,59.2,custom,false,0,0.0,Distrito Federal,274,30.999988425925924,5.350958506944444,0.27007299270072993
MLM2634486264,Animales y Mascotas,gold_pro,501.0,campaign,true,3,0.0,Estado De México,1712,30.0,321.7827293402778,0.9994158878504673
MLM1930528419,Animales y Mascotas,gold_special,504.09,marketplace_campaign,true,24,45.03,Distrito Federal,5084,21.040972222222223,398.8116876736111,0.9508261211644374
MLM2426481794,Animales y Mascotas,gold_special,199.13,marketplace_campaign,false,24,45.03,Estado De México,3869,21.040972222222223,390.25042609953704,0.9870767640217111
MLM3095431978,Animales y Mascotas,gold_special,129.2,campaign,false,24,45.03,Estado De México,401,30.0,107.95448859953703,0.6259351620947631
MLM1969211717,Animales y Mascotas,gold_special,85.5,custom,false,0,0.0,Distrito Federal,501,30.999988425925924,322.24929184027775,0.998003992015968
MLM2719743656,Animales y Mascotas,gold_special,448.2,custom,true,24,45.03,Estado De México,729,30.999988425925924,285.9045001736111,0.9314128943758574
MLM3107763984,Animales y Mascotas,gold_special,2143.2,campaign,true,24,45.03,Querétaro,146,30.0,103.28353952546296,0.9931506849315068
MLM1628932965,Animales y Mascotas,gold_pro,161.19,campaign,false,3,0.0,Distrito Federal,45537,30.0,665.1497085069444,0.9890199178689857
MLM1893942472,Animales y Mascotas,gold_special,360.05,campaign,true,24,45.03,Aguascalientes,247,30.0,550.2460279513889,0.9959514170040485
MLM2960004914,Animales y Mascotas,gold_special,1199.4,campaign,true,24,45.03,Estado De México,268,30.0,174.34278721064814,0.996268656716418
MLM2365615384,Animales y Mascotas,gold_pro,874.3,campaign,true,3,0.0,Estado De México,1784,30.0,412.1107154513889,0.9719730941704036
MLM1855514743,Animales y Mascotas,gold_special,654.29,campaign,true,24,45.03,Aguascalientes,2980,30.0,555.4040719328704,0.9832214765100671
MLM3208597156,Animales y Mascotas,gold_special,268.38,custom,false,24,45.03,Estado De México,1253,30.999988425925924,63.97543767361111,0.8004788507581804
MLM1810312334,Animales y Mascotas,gold_special,578.76,custom,true,24,45.03,Guanajuato,760,29.999988425925924,581.0521969328704,0.9986842105263158
MLM1959529229,Animales y Mascotas,gold_special,88.4,campaign,false,0,0.0,Estado De México,1496,30.0,343.0145927662037,0.9665775401069518
MLM3078786464,Animales y Mascotas,gold_special,170.82,campaign,false,24,45.03,Distrito Federal,1353,30.0,117.48282193287037,0.9992609016999261
MLM2139314457,Animales y Mascotas,gold_special,62.5,campaign,false,0,0.0,Distrito Federal,201,30.0,2.382613599537037,0.2537313432835821
MLM1608233822,Animales y Mascotas,gold_special,564.69,marketplace_campaign,true,24,45.03,Estado De México,986,21.040972222222223,670.3868612847222,0.949290060851927
MLM2799891790,Animales y Mascotas,gold_special,669.8,campaign,true,24,45.03,Jalisco,442,30.0,247.3366066550926,0.997737556561086
MLM2048239191,Animales y Mascotas,gold_special,810.0,marketplace_campaign,true,24,45.03,Estado De México,521,21.040972222222223,155.05277563657407,0.9980806142034548
MLM2109056840,Animales y Mascotas,gold_special,298.35,custom,false,24,45.03,Estado De México,4077,30.999988425925924,503.9140256365741,0.9386804022565612
MLM2077561680,Animales y Mascotas,gold_special,299.25,campaign,true,24,45.03,Querétaro,282,30.0,511.2730997106481,0.9964539007092199
MLM1918819359,Animales y Mascotas,gold_pro,874.3,campaign,true,3,0.0,Estado De México,3263,30.0,425.1120464699074,0.9846766779037696
MLM1497147928,Animales y Mascotas,gold_special,128.25,campaign,false,24,45.03,Aguascalientes,3340,30.0,735.3834700810185,0.9997005988023953
MLM1961839209,Animales y Mascotas,gold_pro,849.15,campaign,true,3,0.0,Guanajuato,264,30.0,337.23394461805555,0.9962121212121212
MLM2130311093,Animales y Mascotas,gold_special,89.1,custom,false,0,0.0,Distrito Federal,26,30.999988425925924,14.282770405092592,0.9615384615384616
MLM2923955890,Animales y Mascotas,gold_special,254.76,custom,false,24,45.03,Estado De México,340,30.999988425925924,189.7368728587963,0.9970588235294118
MLM2837148232,Animales y Mascotas,gold_special,62.7,campaign,false,0,0.0,Aguascalientes,513,30.0,231.4313288773148,0.9980506822612085
MLM3027988080,Animales y Mascotas,gold_special,187.59,marketplace_campaign,false,24,45.03,Estado De México,477,21.040972222222223,141.3637941550926,0.9979035639412998
MLM1963634407,Animales y Mascotas,gold_special,115.42,campaign,false,24,45.03,Estado De México,1438,30.0,334.02290295138886,0.9652294853963839
MLM1922798837,Animales y Mascotas,gold_special,250.12,marketplace_campaign,false,24,45.03,Estado De México,2209,21.040972222222223,415.3046390625,0.9320959710276143
MLM3175537318,Animales y Mascotas,gold_pro,280.12,campaign,false,3,0.0,Estado De México,167,30.0,75.88026680555555,0.9940119760479041
MLM1630127323,Animales y Mascotas,gold_pro,251.1,campaign,false,3,0.0,Estado De México,2085,30.0,663.9402872106481,0.9280575539568345
MLM1923249189,Animales y Mascotas,gold_special,80.05,custom,false,0,0.0,Estado De México,1479,30.999988425925924,414.3099284143518,0.8309668695064233
MLM1926611483,Animales y Mascotas,gold_special,379.99,marketplace_campaign,true,24,45.03,Distrito Federal,3731,21.040972222222223,407.18717378472223,0.9997319753417314
MLM1989038810,Animales y Mascotas,gold_special,148.57,custom,false,24,45.03,Distrito Federal,1194,30.999988425925924,530.4207964699074,0.9991624790619765
MLM2087295771,Animales y Mascotas,gold_special,99.98,custom,false,24,45.03,Estado De México,1517,30.999988425925924,79.11866684027778,0.6704021094264997
MLM2356731060,Animales y Mascotas,gold_special,97.41,lightning,false,0,0.0,Estado De México,2945,0.3333333333333333,415.1224515625,0.9151103565365025
MLM1417816936,Animales y Mascotas,gold_special,586.58,campaign,true,24,45.03,Distrito Federal,679,30.0,859.0122200810185,0.9263622974963182
MLM2115778785,Animales y Mascotas,gold_special,99.5,custom,false,24,45.03,Estado De México,269,30.999988425925924,34.98603276620371,0.4423791821561338
MLM1341035476,Animales y Mascotas,gold_special,1259.26,marketplace_campaign,true,24,45.03,Estado De México,3136,21.040972222222223,1031.2128566550925,0.9840561224489796
MLM3028054984,Animales y Mascotas,gold_special,164.5,marketplace_campaign,false,24,45.03,Estado De México,935,21.040972222222223,141.34408350694443,0.732620320855615
MLM2625931400,Animales y Mascotas,gold_special,79.95,custom,false,0,0.0,Estado De México,438,30.999988425925924,324.4097663773148,0.997716894977169
MLM1439570641,Animales y Mascotas,gold_special,818.9,custom,true,24,45.03,Estado De México,1202,30.999988425925924,820.0607964699074,0.9991680532445923
MLM2879027212,Animales y Mascotas,gold_special,210.68,marketplace_campaign,false,24,45.03,Estado De México,588,21.040972222222223,208.95149091435184,0.8299319727891157
MLM1755757525,Animales y Mascotas,gold_special,175.77,custom,false,24,45.03,Distrito Federal,1092,30.999988425925924,611.2055186921297,0.9990842490842491
MLM2153194690,Animales y Mascotas,gold_special,284.42,campaign,false,24,45.03,Guanajuato,819,30.0,494.1657038773148,0.9987789987789988
MLM2049577147,Animales y Mascotas,gold_special,759.51,campaign,true,24,45.03,Estado De México,1083,30.0,152.5786205439815,0.7691597414589104
MLM2444510248,Animales y Mascotas,gold_special,140.25,custom,false,24,45.03,Distrito Federal,480,29.999988425925924,384.1913288773148,0.8958333333333334
MLM1978011171,Animales y Mascotas,gold_special,75.17,lightning,false,0,0.0,Estado De México,753,0.2499884259259259,303.3142108217593,0.8671978751660027
MLM1933269199,Animales y Mascotas,gold_pro,611.1,campaign,true,3,0.0,Jalisco,2006,30.0,393.47778721064816,0.9501495513459621
MLM2114084447,Animales y Mascotas,gold_special,1172.34,custom,true,24,45.03,Estado De México,156,30.999988425925924,37.32720079861111,0.358974358974359
MLM1996589757,Animales y Mascotas,gold_pro,1637.34,campaign,true,6,0.0,Querétaro,84,30.0,265.28528721064816,0.9880952380952381
MLM2044974473,Animales y Mascotas,gold_special,111.0,custom,false,24,45.03,Estado De México,588,30.999988425925924,162.4836205439815,0.9149659863945578
MLM2002480309,Animales y Mascotas,gold_special,92.15,campaign,false,0,0.0,Aguascalientes,105,30.0,251.17027563657408,0.9904761904761905
MLM3342278984,Animales y Mascotas,gold_special,175.49,custom,false,24,45.03,Estado De México,278,30.999988425925924,10.00270119212963,0.10071942446043165
MLM1922909733,Animales y Mascotas,gold_special,580.17,custom,true,24,45.03,Guanajuato,323,29.999988425925924,415.1464098958333,0.9969040247678018
MLM2078805809,Animales y Mascotas,gold_pro,1044.05,campaign,true,3,0.0,Michoacán,64,30.0,94.2728564236111,0.984375
MLM2001208803,Animales y Mascotas,gold_special,1007.16,campaign,true,24,45.03,Jalisco,70,30.0,253.23669924768518,0.9857142857142858
MLM3297628850,Animales y Mascotas,gold_pro,125.05,campaign,false,3,0.0,Estado De México,341,30.0,34.522319976851854,0.7067448680351907
MLM3284301980,Animales y Mascotas,gold_pro,5668.39,campaign,true,15,0.0,Aguascalientes,29,30.0,41.04281690972222,0.9655172413793104
MLM1490174218,Animales y Mascotas,gold_special,425.2,marketplace_campaign,true,24,45.03,Estado De México,1227,21.040972222222223,745.2816413773148,0.9185004074979625
MLM2747089568,Animales y Mascotas,gold_special,554.8,campaign,true,24,45.03,Distrito Federal,319,30.0,274.3069191550926,0.9968652037617555
MLM2013303781,Animales y Mascotas,gold_special,85.0,deal_of_the_day,false,0,0.0,Estado De México,2630,0.9999884259259259,228.8340140625,0.9619771863117871
MLM3150545940,Antigüedades y Colecciones,gold_pro,158.32,campaign,false,3,0.0,Estado De México,139,30.0,84.97972008101851,0.9928057553956835
MLM2094334419,Antigüedades y Colecciones,gold_pro,268.34,custom,false,3,0.0,Estado De México,208,30.999988425925924,68.97860896990741,0.7596153846153846
MLM1451898490,Antigüedades y Colecciones,gold_special,611.8,marketplace_campaign,false,24,45.03,Estado De México,100,29.952754629629627,801.2727640625,0.99
MLM1985038407,Antigüedades y Colecciones,gold_special,128.7,custom,false,24,45.03,Estado De México,1427,30.999988425925924,288.90777563657406,0.8598458304134547
MLM2952440482,Antigüedades y Colecciones,gold_special,103.09,campaign,false,24,45.03,Distrito Federal,1340,30.0,176.92205804398148,0.9992537313432835
MLM2623993336,Antigüedades y Colecciones,gold_pro,150.1,campaign,false,3,0.0,Zacatecas,258,30.0,325.4405765625,0.9961240310077519
MLM2082893325,Antigüedades y Colecciones,gold_pro,163.9,campaign,false,3,0.0,Estado De México,73,30.0,86.6533427662037,0.3150684931506849
MLM3187616750,Antigüedades y Colecciones,gold_special,923.4,campaign,true,24,45.03,Distrito Federal,33,30.0,71.2804745949074,0.9696969696969697
MLM1993310369,Antigüedades y Colecciones,gold_special,81.7,marketplace_campaign,false,0,0.0,Distrito Federal,361,29.952754629629627,271.6467918402778,0.8614958448753463
MLM3292044970,Antigüedades y Colecciones,gold_special,76.68,campaign,false,0,0.0,Estado De México,538,30.0,36.70417673611111,0.9070631970260223
MLM3325127202,Antigüedades y Colecciones,gold_special,146.16,custom,false,24,45.03,Estado De México,423,30.999988425925924,20.9560959375,0.408983451536643
MLM1389556488,Antigüedades y Colecciones,gold_pro,193.68,campaign,false,3,0.0,Distrito Federal,1814,30.0,916.6639561921296,0.9724366041896362
MLM3235605632,Antigüedades y Colecciones,gold_pro,142.2,campaign,false,3,0.0,Zacatecas,68,30.0,56.46486130787037,0.9852941176470589
MLM3259398130,Antigüedades y Colecciones,gold_special,98.16,campaign,false,0,0.0,Distrito Federal,1285,30.0,48.77811949074074,0.8832684824902723
